INDEX,SCHEDNUM,SITUS_CITY,SITUS_STATE,APPRAISED_TOTAL_VALUE,D_CLASS_CN,SALE_YEAR,SALE_PRICE
194691,2.19414E+11,DENVER,CO,998600,SFR Grade B,2017,845000
194697,6.30121E+11,DENVER,CO,162200,RESIDENTIAL-CONDOMINIUM,2017,147000
194751,6.21404E+11,DENVER,CO,265600,RESIDENTIAL-CONDOMINIUM,2017,235000
194757,5.17308E+11,DENVER,CO,286600,RESIDENTIAL-ROWHOUSE,2017,230000
194766,8.08304E+11,DENVER,CO,419500,"SFR Grade C, D, or E, w/RK",2017,374000
194767,1.10319E+11,DENVER,CO,556700,SFR Grade B,2017,444658
194807,5.27504E+11,DENVER,CO,430300,SFR Grade C,2017,0
194815,2.28107E+11,DENVER,CO,1900000,COMMERCIAL-OFFICE,2017,1750000
194848,5.24302E+11,DENVER,CO,1168900,SFR Grade B,2017,0
194863,2.29419E+11,DENVER,CO,809500,SFR Grade C,2017,10
194866,9.11111E+11,DENVER,CO,1500,RESIDENTIAL-CONDOMINIUM,2017,227000
194879,6.33304E+11,DENVER,CO,178000,RESIDENTIAL-CONDOMINIUM,2017,155000
194894,5.15608E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,10
194927,10208131131,DENVER,CO,239900,RESIDENTIAL-CONDOMINIUM,2017,215000
194948,15230044000,DENVER,CO,319200,SFR Grade C,2017,275415
194958,4.26402E+11,DENVER,CO,352000,RESIDENTIAL-ROWHOUSE,2017,305000
195025,1.16509E+11,DENVER,CO,543700,RESIDENTIAL-ROWHOUSE,2017,469000
195033,15223012000,DENVER,CO,437600,SFR Grade C,2017,365503
195058,2.3041E+11,DENVER,CO,681600,SFR Grade C,2017,0
195080,5.35112E+11,DENVER,CO,631200,SFR Grade B w/RK,2017,565000
195096,5.26516E+11,DENVER,CO,522000,SFR Grade C,2017,425000
195107,5.24407E+11,DENVER,CO,1640300,SFR Grade B,2017,10
195126,2.32208E+11,DENVER,CO,664300,SFR Grade C,2017,10
195137,6.30213E+11,DENVER,CO,450000,RESIDENTIAL-ROWHOUSE,2017,407999
195152,5.12123E+11,DENVER,CO,937900,RESIDENTIAL-CONDOMINIUM,2017,970000
195160,1.32205E+11,DENVER,CO,1121200,SFR Grade B,2017,1100000
195179,6.15208E+11,DENVER,CO,291800,RESIDENTIAL-CONDOMINIUM,2017,303000
195191,6.06226E+11,DENVER,CO,179700,RESIDENTIAL-CONDOMINIUM,2017,175000
195203,2.13318E+11,DENVER,CO,259100,SFR Grade C,2017,240000
195205,1.161E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,1
195235,6.33305E+11,DENVER,CO,193200,RESIDENTIAL-CONDOMINIUM,2017,183950
195250,23211018000,DENVER,CO,309500,SFR Grade C,2017,267000
195254,5.22125E+11,DENVER,CO,1089900,COMMERCIAL-RESTAURANT,2017,10
195258,6.08102E+11,DENVER,CO,588200,SFR Grade C,2017,483000
195272,17213007000,DENVER,CO,386100,SFR Grade C,2017,10
195285,6.06204E+11,DENVER,CO,590500,SFR Grade B,2017,519000
195295,9.10416E+11,DENVER,CO,184600,RESIDENTIAL-CONDOMINIUM,2017,161000
195303,2.20403E+11,DENVER,CO,504500,"SFR Grade C, D, or E, w/RK",2017,483840
195319,2.34539E+11,DENVER,CO,189100,RESIDENTIAL-CONDOMINIUM,2017,185000
195338,2.34537E+11,DENVER,CO,3159100,RESIDENTIAL-CONDOMINIUM,2017,1850000
195343,2.25427E+11,DENVER,CO,432000,SFR Grade C,2017,0
195368,15231042000,DENVER,CO,380500,SFR Grade C,2017,321545
195388,6.16105E+11,DENVER,CO,214100,RESIDENTIAL-CONDOMINIUM,2017,205000
195483,2.13311E+11,DENVER,CO,317500,SFR Grade C,2017,272000
195484,1.29418E+11,DENVER,CO,333100,SFR Grade C,2017,325000
195501,6.31209E+11,DENVER,CO,462100,"SFR Grade C, D, or E, w/RK",2017,425000
195514,5.23101E+11,DENVER,CO,1274200,SFR Grade B,2017,1200000
195524,1.30205E+11,DENVER,CO,470900,"SFR Grade C, D, or E, w/RK",2017,349000
195540,2.35227E+11,DENVER,CO,950700,RESIDENTIAL-CONDOMINIUM,2017,10
195622,5.07427E+11,DENVER,CO,328900,SFR Grade C,2017,10
195641,14331003000,DENVER,CO,449000,SFR Grade C,2017,378000
195667,15220013000,DENVER,CO,483700,SFR Grade C,2017,410409
195678,5.01234E+11,DENVER,CO,200500,RESIDENTIAL-CONDOMINIUM,2017,180000
195683,1.15204E+11,DENVER,CO,713100,RESIDENTIAL-ROWHOUSE,2017,663862
195689,5.31105E+11,DENVER,CO,378400,SFR Grade C,2017,10
195695,2.32229E+11,DENVER,CO,846300,RESIDENTIAL-ROWHOUSE,2017,725000
195716,5.25212E+11,DENVER,CO,262200,RESIDENTIAL-CONDOMINIUM,2017,272000
195729,5.12503E+11,DENVER,CO,620500,RESIDENTIAL-CONDOMINIUM,2017,580000
195736,5.02244E+11,DENVER,CO,168300,RESIDENTIAL-CONDOMINIUM,2017,144000
195772,5.1161E+11,DENVER,CO,4531100,"SFR Grade A or X, w/RK",2017,0
195777,9.14501E+11,DENVER,CO,583300,SFR Grade B,2017,485000
195789,2.35305E+11,DENVER,CO,534300,RESIDENTIAL-ROWHOUSE,2017,526146
195791,1.13211E+11,DENVER,CO,328700,SFR Grade C,2017,10
195801,5.11106E+11,DENVER,CO,709600,"SFR Grade C, D, or E, w/RK",2017,865000
195804,6.15215E+11,DENVER,CO,263200,RESIDENTIAL-CONDOMINIUM,2017,255000
195829,5.23102E+11,DENVER,CO,280200,RESIDENTIAL-CONDOMINIUM,2017,250000
195832,5.1822E+11,DENVER,CO,342500,SFR Grade C,2017,320000
195841,5.01205E+11,DENVER,CO,205600,RESIDENTIAL-CONDOMINIUM,2017,210000
195857,5.13302E+11,DENVER,CO,1812100,"SFR Grade A or X, w/RK",2017,1
195871,2.35409E+11,DENVER,CO,594900,RESIDENTIAL-CONDOMINIUM,2017,469000
195918,1.32201E+11,DENVER,CO,861900,SFR Grade B,2017,10
195945,2.3212E+11,DENVER,CO,535200,RESIDENTIAL-ROWHOUSE,2017,500000
195986,6.06408E+11,DENVER,CO,229300,RESIDENTIAL-CONDOMINIUM,2017,10
196036,5.29107E+11,DENVER,CO,408100,SFR Grade C,2017,376000
196040,5.1121E+11,DENVER,CO,896600,RESIDENTIAL-DUPLEX,2017,835000
196041,5.082E+11,DENVER,CO,292300,RESIDENTIAL-ROWHOUSE,2017,241000
196076,1.31411E+11,DENVER,CO,777500,"SFR Grade C, D, or E, w/RK",2017,593000
196080,2.34213E+11,DENVER,CO,700900,SFR Grade B,2017,595000
196111,15221022000,DENVER,CO,425400,SFR Grade C,2017,427566
196123,2.32302E+11,DENVER,CO,809300,RESIDENTIAL-ROWHOUSE,2017,705500
196141,5.01229E+11,DENVER,CO,224200,RESIDENTIAL-CONDOMINIUM,2017,205000
196144,5.03819E+11,DENVER,CO,301900,RESIDENTIAL-CONDOMINIUM,2017,294900
196163,7.05404E+11,DENVER,CO,758200,SFR Grade B,2017,729000
196195,2.33109E+11,DENVER,CO,477200,RESIDENTIAL-CONDOMINIUM,2017,425000
196204,5.0612E+11,DENVER,CO,537200,RESIDENTIAL-ROWHOUSE,2017,527000
196233,1.28613E+11,DENVER,CO,584100,RESIDENTIAL-ROWHOUSE,2017,500000
196234,1.13706E+11,DENVER,CO,336200,SFR Grade C,2017,10
196239,6.09301E+11,DENVER,CO,499900,RESIDENTIAL-ROWHOUSE,2017,429000
196249,7.03203E+11,DENVER,CO,293900,RESIDENTIAL-CONDOMINIUM,2017,272000
196257,5.22723E+11,DENVER,CO,675000,SFR Grade C,2017,10
196259,1.30304E+11,DENVER,CO,401900,SFR Grade C,2017,1000
196304,5.24232E+11,DENVER,CO,846600,SFR Grade C,2017,10
196310,1.29104E+11,DENVER,CO,438100,"SFR Grade C, D, or E, w/RK",2017,385000
196320,2.32322E+11,DENVER,CO,624400,RESIDENTIAL-ROWHOUSE,2017,566500
196321,1.13606E+11,DENVER,CO,341300,SFR Grade C,2017,10
196322,2.29405E+11,DENVER,CO,431100,"SFR Grade C, D, or E, w/RK",2017,430000
196341,5.21105E+11,DENVER,CO,1237900,INDUSTRIAL-WAREHOUSE,2017,10
196348,1.32305E+11,DENVER,CO,1328000,SFR Grade B w/RK,2017,0
196352,2.32117E+11,DENVER,CO,589000,RESIDENTIAL-ROWHOUSE,2017,10
196356,2.30321E+11,DENVER,CO,514000,RESIDENTIAL-DUPLEX,2017,10
196415,3.13427E+11,DENVER,CO,530500,SFR Grade B w/RK,2017,10
196417,2.183E+11,DENVER,CO,630100,RESIDENTIAL-CONDOMINIUM,2017,768321
196428,1.13116E+11,DENVER,CO,343800,SFR Grade C,2017,10
196458,1.27405E+11,DENVER,CO,1090200,SFR Grade B w/RK,2017,925000
196467,6.31115E+11,DENVER,CO,409400,"SFR Grade C, D, or E, w/RK",2017,348000
196494,7.03204E+11,DENVER,CO,228000,RESIDENTIAL-CONDOMINIUM,2017,205000
196499,6.29105E+11,DENVER,CO,486200,RESIDENTIAL-CONDOMINIUM,2017,0
196547,9.11202E+11,DENVER,CO,319800,RESIDENTIAL-CONDOMINIUM,2017,238000
196550,5.03913E+11,DENVER,CO,322500,RESIDENTIAL-CONDOMINIUM,2017,307500
196552,18415012000,DENVER,CO,387800,"SFR Grade C, D, or E, w/RK",2017,315000
196557,21105001000,DENVER,CO,467600,SFR Grade C,2017,430000
196566,14418012000,DENVER,CO,367100,SFR Grade C,2017,320499
196602,1.27301E+11,DENVER,CO,470800,SFR Grade C,2017,381000
196606,6.30204E+11,DENVER,CO,749600,COMMERCIAL-OFFICE,2017,680000
196764,17217053000,DENVER,CO,337200,SFR Grade C,2017,295000
196771,9.10416E+11,DENVER,CO,204000,RESIDENTIAL-CONDOMINIUM,2017,165000
196777,2.17431E+11,DENVER,CO,302600,SFR Grade C,2017,0
196800,2.1731E+11,DENVER,CO,386700,SFR Grade D or E,2017,305000
196809,2.3453E+11,DENVER,CO,278300,RESIDENTIAL-CONDOMINIUM,2017,268000
196834,2.24304E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,15134
196851,5.03822E+11,DENVER,CO,194500,RESIDENTIAL-CONDOMINIUM,2017,0
196883,6.21203E+11,DENVER,CO,338600,RESIDENTIAL-ROWHOUSE,2017,295000
196888,15231041000,DENVER,CO,342500,SFR Grade C,2017,274538
196906,5.01413E+11,DENVER,CO,799400,"SFR Grade C, D, or E, w/RK",2017,652768
196923,5.12222E+11,DENVER,CO,1049900,RESIDENTIAL-CONDOMINIUM,2017,999000
196947,2.25203E+11,DENVER,CO,571900,"SFR Grade C, D, or E, w/RK",2017,449000
196983,2.19303E+11,DENVER,CO,624100,"SFR Grade C, D, or E, w/RK",2017,456300
196999,5.25408E+11,DENVER,CO,2068400,SFR Grade B,2017,1650000
197009,6.06214E+11,DENVER,CO,794700,SFR Grade B,2017,715000
197013,6.06225E+11,DENVER,CO,267600,RESIDENTIAL-CONDOMINIUM,2017,270000
197016,5.11321E+11,DENVER,CO,760700,RESIDENTIAL-ROWHOUSE,2017,669000
197022,6.15214E+11,DENVER,CO,204700,RESIDENTIAL-CONDOMINIUM,2017,195000
197045,1.33116E+11,DENVER,CO,1232900,SFR Grade A,2017,10
197061,6.08121E+11,DENVER,CO,368800,RESIDENTIAL-CONDOMINIUM,2017,315000
197074,2.31401E+11,DENVER,CO,972100,RESIDENTIAL-ROWHOUSE,2017,915000
197077,5.31601E+11,DENVER,CO,435700,SFR Grade C,2017,370000
197082,5.17207E+11,DENVER,CO,317000,SFR Grade D or E,2017,10
197092,6.06226E+11,DENVER,CO,163300,RESIDENTIAL-CONDOMINIUM,2017,154950
197105,7.06103E+11,DENVER,CO,779800,SFR Grade B,2017,10
197140,14303074000,DENVER,CO,613000,SFR Grade C,2017,505000
197148,2.2933E+11,DENVER,CO,978500,RESIDENTIAL-ROWHOUSE,2017,790000
197186,5.36213E+11,DENVER,CO,790500,SFR Grade B w/RK,2017,710000
197194,5.16417E+11,DENVER,CO,356500,"SFR Grade C, D, or E, w/RK",2017,322000
197196,5.02313E+11,DENVER,CO,491100,RESIDENTIAL-CONDOMINIUM,2017,425000
197199,6.08107E+11,DENVER,CO,641700,"SFR Grade C, D, or E, w/RK",2017,454000
197210,15220005000,DENVER,CO,431000,SFR Grade C,2017,336776
197228,5.03918E+11,DENVER,CO,294900,RESIDENTIAL-CONDOMINIUM,2017,243500
197232,14158013000,DENVER,CO,348600,SFR Grade C,2017,307500
197252,1.32327E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,10
197321,5.03801E+11,DENVER,CO,464300,RESIDENTIAL-CONDOMINIUM,2017,400000
197330,5.27109E+11,DENVER,CO,687700,SFR Grade C,2017,502500
197359,23107005000,DENVER,CO,352900,SFR Grade C,2017,272000
197430,5.12512E+11,DENVER,CO,965500,RESIDENTIAL-ROWHOUSE,2017,840000
197462,2.25302E+11,DENVER,CO,379400,RESIDENTIAL-DUPLEX,2017,385000
197467,14330002000,DENVER,CO,536000,SFR Grade C,2017,465000
197477,7.04601E+11,DENVER,CO,159800,RESIDENTIAL-CONDOMINIUM,2017,10
197480,1.10307E+11,DENVER,CO,617200,SFR Grade B,2017,571637
197482,6.20205E+11,DENVER,CO,381200,SFR Grade C,2017,10
197507,5.01609E+11,DENVER,CO,805400,SFR Grade B w/RK,2017,780000
197548,2.33221E+11,DENVER,CO,744500,RESIDENTIAL-CONDOMINIUM,2017,676000
197555,2.3232E+11,DENVER,CO,476100,RESIDENTIAL-ROWHOUSE,2017,387828
197577,5.17208E+11,DENVER,CO,331600,"SFR Grade C, D, or E, w/RK",2017,300000
197594,6.05208E+11,DENVER,CO,1763900,COMMERCIAL-RETAIL,2017,1400000
197599,5.15624E+11,DENVER,CO,827800,"SFR Grade C, D, or E, w/RK",2017,607000
197640,6.06123E+11,DENVER,CO,619600,SFR Grade C,2017,490000
197667,2.28303E+11,DENVER,CO,381600,SFR Grade C,2017,10
197677,5.14427E+11,DENVER,CO,2766700,COMMERCIAL-OFFICE,2017,2900000
197679,2.32121E+11,DENVER,CO,691400,RESIDENTIAL-ROWHOUSE,2017,610000
197711,15221018000,DENVER,CO,501000,SFR Grade C,2017,454767
197715,7.04509E+11,DENVER,CO,482600,"SFR Grade C, D, or E, w/RK",2017,435000
197734,2.20415E+11,DENVER,CO,587200,SFR Grade C,2017,0
197777,5.14216E+11,DENVER,CO,287200,RESIDENTIAL-CONDOMINIUM,2017,256500
197802,2.21413E+11,DENVER,CO,523500,"SFR Grade C, D, or E, w/RK",2017,468000
197828,5.07228E+11,DENVER,CO,433400,"SFR Grade C, D, or E, w/RK",2017,322000
197851,2.35512E+11,DENVER,CO,572700,RESIDENTIAL-ROWHOUSE,2017,543153
197869,18215022000,DENVER,CO,344600,SFR Grade C,2017,10
197886,6.27402E+11,DENVER,CO,157000,RESIDENTIAL-CONDOMINIUM,2017,10
197887,2.25441E+11,DENVER,CO,698400,SFR Grade B,2017,0
197899,5.29416E+11,DENVER,CO,385000,SFR Grade C,2017,294900
197900,6.10203E+11,DENVER,CO,199500,RESIDENTIAL-ROWHOUSE,2017,191643
197904,6.203E+11,DENVER,CO,530500,"SFR Grade C, D, or E, w/RK",2017,464900
197906,2.3461E+11,DENVER,CO,237900,RESIDENTIAL-CONDOMINIUM,2017,230000
197922,6.21326E+11,DENVER,CO,470700,RESIDENTIAL-ROWHOUSE,2017,399000
197937,5.14416E+11,DENVER,CO,1359200,SFR Grade B w/RK,2017,10
197949,9.10409E+11,DENVER,CO,314400,RESIDENTIAL-ROWHOUSE,2017,266500
197988,14136038000,DENVER,CO,354400,SFR Grade C,2017,311000
198032,8.06305E+11,DENVER,CO,646800,SFR Grade B,2017,530000
198042,5.01105E+11,DENVER,CO,618700,SFR Grade C,2017,0
198044,5.20428E+11,DENVER,CO,417300,SFR Grade C,2017,0
198047,2.35201E+11,DENVER,CO,455700,SFR Grade C,2017,1
198056,7.05202E+11,DENVER,CO,333400,RESIDENTIAL-CONDOMINIUM,2017,0
198066,14351015000,DENVER,CO,113500,SFR Grade B,2017,7740000
198079,5.27505E+11,DENVER,CO,452400,RESIDENTIAL-DUPLEX,2017,353100
198097,2.18426E+11,DENVER,CO,381700,SFR Grade C,2017,360000
198122,9.1041E+11,DENVER,CO,334900,RESIDENTIAL-ROWHOUSE,2017,256500
198123,1.24111E+11,DENVER,CO,323900,SFR Grade C,2017,267000
198140,6.06212E+11,DENVER,CO,566500,SFR Grade B,2017,499300
198142,2.32133E+11,DENVER,CO,544600,RESIDENTIAL-ROWHOUSE,2017,514999
198145,2.33222E+11,DENVER,CO,1287300,RESIDENTIAL-CONDOMINIUM,2017,925000
198162,5.16419E+11,DENVER,CO,372600,SFR Grade C,2017,324000
198192,15222013000,DENVER,CO,416600,SFR Grade C,2017,334260
198203,9.13104E+11,DENVER,CO,597200,SFR Grade B,2017,510000
198208,2.17302E+11,DENVER,CO,428700,SFR Grade C,2017,10
198210,1.31105E+11,DENVER,CO,676900,"SFR Grade C, D, or E, w/RK",2017,669500
198211,5.01407E+11,DENVER,CO,742500,"SFR Grade C, D, or E, w/RK",2017,740870
198248,6.29213E+11,DENVER,CO,163300,RESIDENTIAL-CONDOMINIUM,2017,0
198251,2.32309E+11,DENVER,CO,633700,RESIDENTIAL-ROWHOUSE,2017,560000
198269,5.12416E+11,DENVER,CO,457600,RESIDENTIAL-CONDOMINIUM,2017,10
198308,5.07137E+11,DENVER,CO,303800,"SFR Grade C, D, or E, w/RK",2017,252000
198309,5.14411E+11,DENVER,CO,1091900,SFR Grade B w/RK,2017,729500
198310,6.17402E+11,DENVER,CO,323700,RESIDENTIAL-CONDOMINIUM,2017,315000
198316,7.04601E+11,DENVER,CO,176700,RESIDENTIAL-CONDOMINIUM,2017,167000
198327,6.07221E+11,DENVER,CO,1113900,SFR Grade B,2017,1105000
198329,5.01517E+11,DENVER,CO,1165300,SFR Grade B,2017,910000
198349,6.17317E+11,DENVER,CO,517100,"SFR Grade C, D, or E, w/RK",2017,495000
198357,5.11402E+11,DENVER,CO,229800,RESIDENTIAL-CONDOMINIUM,2017,222500
198414,5.14226E+11,DENVER,CO,792900,SFR Grade B,2017,10
198420,2.3211E+11,DENVER,CO,532500,SFR Grade C,2017,10
198425,2.29325E+11,DENVER,CO,1101200,"SFR Grade C, D, or E, w/RK",2017,910000
198497,5.10319E+11,DENVER,CO,534900,SFR Grade C,2017,460000
198502,5.24313E+11,DENVER,CO,1199000,SFR Grade B,2017,1075000
198522,5.21103E+11,DENVER,CO,503700,COMMERCIAL-OFFICE,2017,426300
198525,6.15201E+11,DENVER,CO,146400,RESIDENTIAL-CONDOMINIUM,2017,138500
198549,5.24218E+11,DENVER,CO,934200,SFR Grade B,2017,735000
198627,6.343E+11,DENVER,CO,183700,RESIDENTIAL-CONDOMINIUM,2017,180000
198643,2.3312E+11,DENVER,CO,451500,RESIDENTIAL-CONDOMINIUM,2017,420000
198684,19204011000,DENVER,CO,323900,SFR Grade C,2017,10
198685,6.04301E+11,DENVER,CO,431800,RESIDENTIAL-ROWHOUSE,2017,425000
198698,5.36204E+11,DENVER,CO,832700,SFR Grade B w/RK,2017,775000
198705,2.20214E+11,DENVER,CO,534700,RESIDENTIAL-DUPLEX,2017,0
198710,1.32405E+11,DENVER,CO,425800,SFR Grade C,2017,315000
198726,1.29227E+11,DENVER,CO,430400,SFR Grade C,2017,400000
198739,5.36134E+11,DENVER,CO,1047500,SFR Grade B,2017,745000
198769,9.11111E+11,DENVER,CO,1500,RESIDENTIAL-CONDOMINIUM,2017,193000
198780,6.29411E+11,DENVER,CO,525200,"SFR Grade C, D, or E, w/RK",2017,475000
198782,2.35305E+11,DENVER,CO,558000,RESIDENTIAL-ROWHOUSE,2017,492000
198795,5.27314E+11,DENVER,CO,384200,SFR Grade C,2017,10
198803,5.30529E+11,DENVER,CO,434800,"SFR Grade C, D, or E, w/RK",2017,385000
198804,2.35107E+11,DENVER,CO,605600,RESIDENTIAL-ROWHOUSE,2017,484000
198807,2.25208E+11,DENVER,CO,408000,VACANT LAND,2017,940000
198888,5.06112E+11,DENVER,CO,475100,RESIDENTIAL-ROWHOUSE,2017,425000
198894,15224014000,DENVER,CO,426400,SFR Grade C,2017,417361
198969,5.01227E+11,DENVER,CO,200,RESIDENTIAL-ROWHOUSE,2017,400000
198971,5.08626E+11,DENVER,CO,357600,SFR Grade C,2017,290100
198972,5.14128E+11,DENVER,CO,1063700,SFR Grade B,2017,942500
198985,5.27607E+11,DENVER,CO,706000,"SFR Grade C, D, or E, w/RK",2017,572500
199025,5.14415E+11,DENVER,CO,729800,SFR Grade B,2017,733000
199030,5.26607E+11,DENVER,CO,814900,RESIDENTIAL-ROWHOUSE,2017,723650
199054,2.3461E+11,DENVER,CO,287800,RESIDENTIAL-CONDOMINIUM,2017,266000
199065,6.16101E+11,DENVER,CO,213200,RESIDENTIAL-CONDOMINIUM,2017,173000
199068,2.19108E+11,DENVER,CO,764800,SFR Grade C,2017,10
199090,9.1011E+11,DENVER,CO,280200,RESIDENTIAL-CONDOMINIUM,2017,222000
199102,2.26226E+11,DENVER,CO,727900,SFR Grade C,2017,685000
199139,5.1512E+11,DENVER,CO,737800,"SFR Grade C, D, or E, w/RK",2017,620000
199176,2.20212E+11,DENVER,CO,382000,RESIDENTIAL-ROWHOUSE,2017,388500
199247,5.25107E+11,DENVER,CO,759600,SFR Grade B,2017,10
199269,5.2431E+11,DENVER,CO,592100,"SFR Grade C, D, or E, w/RK",2017,610000
199297,6.294E+11,DENVER,CO,581300,RESIDENTIAL-ROWHOUSE,2017,569000
199315,5.03409E+11,DENVER,CO,435700,RESIDENTIAL-CONDOMINIUM,2017,397000
199320,2.29104E+11,DENVER,CO,819900,SFR Grade C,2017,780000
199324,5.25312E+11,DENVER,CO,1157300,SFR Grade C,2017,10
199330,6.07437E+11,DENVER,CO,3135900,"SFR Grade A or X, w/RK",2017,2500000
199337,2.30123E+11,DENVER,CO,480600,"SFR Grade C, D, or E, w/RK",2017,445000
199347,2.20433E+11,DENVER,CO,688400,SFR Grade C,2017,0
199356,5.02118E+11,DENVER,CO,312300,RESIDENTIAL-CONDOMINIUM,2017,285000
199358,5.1211E+11,DENVER,CO,2387000,RESIDENTIAL-ROWHOUSE,2017,1950000
199390,5.20423E+11,DENVER,CO,318900,SFR Grade C,2017,10
199416,2.17401E+11,DENVER,CO,346200,SFR Grade C,2017,10
199457,6.04107E+11,DENVER,CO,371800,RESIDENTIAL-DUPLEX,2017,355000
199472,2.32223E+11,DENVER,CO,1007300,SFR Grade B,2017,812000
199473,6.21323E+11,DENVER,CO,271600,RESIDENTIAL-ROWHOUSE,2017,250000
199483,5.1911E+11,DENVER,CO,394600,"SFR Grade C, D, or E, w/RK",2017,290000
199504,2.28308E+11,DENVER,CO,757300,RESIDENTIAL-ROWHOUSE,2017,688500
199509,1.32315E+11,DENVER,CO,1471700,SFR Grade B w/RK,2017,984826
199531,1.13513E+11,DENVER,CO,333000,SFR Grade C,2017,310000
199547,9.15401E+11,DENVER,CO,238000,RESIDENTIAL-CONDOMINIUM,2017,190000
199551,6.34603E+11,DENVER,CO,350800,RESIDENTIAL-ROWHOUSE,2017,325000
199598,6.07107E+11,DENVER,CO,1887900,SFR Grade A,2017,1745000
199627,2.35212E+11,DENVER,CO,333800,RESIDENTIAL-ROWHOUSE,2017,295400
199638,1.10317E+11,DENVER,CO,627100,SFR Grade B,2017,566304
199682,8.07109E+11,DENVER,CO,445900,SFR Grade C,2017,370000
199714,6.15208E+11,DENVER,CO,182200,RESIDENTIAL-CONDOMINIUM,2017,195000
199748,5.25426E+11,DENVER,CO,1617100,SFR Grade B,2017,1500000
199769,1.31117E+11,DENVER,CO,510400,SFR Grade C,2017,10
199772,5.31407E+11,DENVER,CO,407700,SFR Grade C,2017,10
199777,2.32309E+11,DENVER,CO,613700,RESIDENTIAL-ROWHOUSE,2017,560000
199785,5.14215E+11,DENVER,CO,851300,RESIDENTIAL-CONDOMINIUM,2017,640000
199796,2.35419E+11,DENVER,CO,565600,RESIDENTIAL-CONDOMINIUM,2017,472500
199840,5.20305E+11,DENVER,CO,371100,SFR Grade C,2017,315000
199890,5.19408E+11,DENVER,CO,345900,SFR Grade C,2017,10
199893,9.11202E+11,DENVER,CO,291100,RESIDENTIAL-CONDOMINIUM,2017,1
199896,1.33312E+11,DENVER,CO,470900,SFR Grade C,2017,469000
199903,2.30322E+11,DENVER,CO,658000,SFR Grade C,2017,580000
199933,2.25241E+11,DENVER,CO,544700,SFR Grade C,2017,0
199948,1.33226E+11,DENVER,CO,376100,SFR Grade C,2017,365000
199977,22107008000,DENVER,CO,352200,SFR Grade C,2017,309000
199980,17215004000,DENVER,CO,334000,SFR Grade C,2017,10
199988,6.04134E+11,DENVER,CO,367400,RESIDENTIAL-DUPLEX,2017,0
199997,5.3052E+11,DENVER,CO,543400,"SFR Grade C, D, or E, w/RK",2017,450000
200003,4.26402E+11,DENVER,CO,349700,RESIDENTIAL-ROWHOUSE,2017,305000
200016,9.13101E+11,DENVER,CO,623800,SFR Grade B w/RK,2017,550000
200018,6.27402E+11,DENVER,CO,151300,RESIDENTIAL-CONDOMINIUM,2017,125000
200021,7.03204E+11,DENVER,CO,206000,RESIDENTIAL-CONDOMINIUM,2017,80000
200022,1.28411E+11,DENVER,CO,525900,SFR Grade C,2017,525500
200025,1.30309E+11,DENVER,CO,666100,"SFR Grade C, D, or E, w/RK",2017,565000
200048,5.31506E+11,DENVER,CO,492600,SFR Grade B,2017,428000
200052,2.24317E+11,DENVER,CO,277800,SFR Grade C,2017,0
200062,5.24315E+11,DENVER,CO,1230700,SFR Grade B,2017,1015000
200073,7.05401E+11,DENVER,CO,330500,RESIDENTIAL-CONDOMINIUM,2017,10
200106,2.28216E+11,DENVER,CO,1211200,RESIDENTIAL-ROWHOUSE,2017,1028000
200110,1.32404E+11,DENVER,CO,531900,SFR Grade C,2017,0
200152,6.18401E+11,DENVER,CO,159300,RESIDENTIAL-CONDOMINIUM,2017,121000
200162,5.08333E+11,DENVER,CO,468700,SFR Grade C,2017,340000
200196,5.13405E+11,DENVER,CO,797800,SFR Grade B,2017,10
200202,2.34224E+11,DENVER,CO,1790300,RETAIL W/MIXED USE,2017,1600000
200225,2.19311E+11,DENVER,CO,301100,RESIDENTIAL-ROWHOUSE,2017,300000
200268,5.16406E+11,DENVER,CO,349600,SFR Grade C,2017,318000
200296,23108069000,DENVER,CO,298300,SFR Grade C,2017,10
200321,2.36405E+11,DENVER,CO,712600,"SFR Grade C, D, or E, w/RK",2017,610000
200335,1.29131E+11,DENVER,CO,446700,"SFR Grade C, D, or E, w/RK",2017,380000
200337,2.31438E+11,DENVER,CO,8535300,COMMERCIAL-MEDICAL OFFICE,2017,11050000
200366,23101055000,DENVER,CO,336800,"SFR Grade C, D, or E, w/RK",2017,285000
200376,1.33237E+11,DENVER,CO,405000,RESIDENTIAL-CONDOMINIUM,2017,354000
200386,19419015000,DENVER,CO,356200,SFR Grade C,2017,0
200416,1.13609E+11,DENVER,CO,322200,SFR Grade C,2017,10
200452,5.10319E+11,DENVER,CO,542200,SFR Grade C,2017,470000
200465,1.30409E+11,DENVER,CO,483400,SFR Grade C,2017,10
200466,5.02215E+11,DENVER,CO,219600,RESIDENTIAL-CONDOMINIUM,2017,233000
200471,7.04502E+11,DENVER,CO,509500,"SFR Grade C, D, or E, w/RK",2017,463000
200497,5.03309E+11,DENVER,CO,1272600,RESIDENTIAL-CONDOMINIUM,2017,10
